"","fmr_0br","fmr_1br","fmr_2br","fmr_3br","fmr_4br","county_name","year"
"1",1369,1605,2058,2735,2982,"Los Angeles County, California","2021"
"2",1179,1304,1605,2186,2486,"Denver County, Colorado","2021"
"3",1760,1801,2053,2598,2784,"New York County, New York","2021"
"4",1523,1599,1906,2694,3172,"King County, Washington","2021"
