"","fmr_0br","fmr_1br","fmr_2br","fmr_3br","fmr_4br","county_name","year"
"1",988,1195,1545,2079,2303,"Los Angeles County, California","2017"
"2",844,1031,1305,1896,2196,"Denver County, Colorado","2017"
"3",1352,1419,1637,2102,2267,"New York County, New York","2017"
"4",1093,1249,1544,2240,2654,"King County, Washington","2017"
