"","fmr_0br","fmr_1br","fmr_2br","fmr_3br","fmr_4br","county_name","year"
"1",947,1154,1490,2009,2227,"Los Angeles County, California","2016"
"2",775,965,1227,1788,2083,"Denver County, Colorado","2016"
"3",1293,1357,1571,2021,2224,"New York County, New York","2016"
"4",1049,1225,1523,2220,2617,"King County, Washington","2016"
