"","fmr_0br","fmr_1br","fmr_2br","fmr_3br","fmr_4br","county_name","year"
"1",1279,1517,1956,2614,2857,"Los Angeles County, California","2020"
"2",1114,1260,1566,2163,2488,"Denver County, Colorado","2020"
"3",1665,1714,1951,2472,2643,"New York County, New York","2020"
"4",1627,1741,2099,2993,3524,"King County, Washington","2020"
