"","fmr_0br","fmr_1br","fmr_2br","fmr_3br","fmr_4br","county_name","year"
"1",913,1103,1424,1926,2145,"Los Angeles County, California","2015"
"2",723,893,1156,1696,1967,"Denver County, Colorado","2015"
"3",1196,1249,1481,1904,2134,"New York County, New York","2015"
"4",972,1150,1415,2085,2506,"King County, Washington","2015"
